Time(ms),Lat,Lon,Speed(kmph),Ax,Ay,Az,Gx,Gy,Gz,AlphaX,AlphaY,AlphaZ,Ax_ADXL,Ay_ADXL,Az_ADXL
128568,22.317609,87.300827,14.33,0.09,0.19,7.55,-9.14,-2.57,5.02,-61.84,-3.61,2.01,0.431,0.588,10.081
128775,22.317609,87.300827,14.33,-0.04,0.20,7.42,-5.64,-2.44,5.16,16.89,0.63,0.70,-0.078,0.824,8.238
128979,22.317609,87.300827,14.33,-0.17,-0.41,6.78,2.47,-3.14,4.47,39.78,-3.41,-3.37,0.314,0.863,11.062
129174,22.317609,87.300827,14.33,0.46,0.18,7.50,-3.77,-0.41,4.05,-32.02,13.98,-2.15,0.000,0.078,7.375
129277,22.317609,87.300827,14.33,0.63,-1.10,9.61,1.55,-5.24,3.31,51.66,-46.84,-7.26,-0.039,-0.275,7.335
129428,22.317609,87.300827,14.33,1.06,0.12,9.14,0.92,-4.90,3.22,-4.15,2.22,-0.56,0.275,0.431,8.041
129573,22.317609,87.300827,14.33,1.44,0.17,7.31,-1.10,-3.36,3.13,-13.95,10.63,-0.63,0.078,0.902,8.983
129781,22.317609,87.300827,14.33,1.43,0.06,7.26,3.23,0.08,4.29,20.81,16.51,5.58,1.294,0.902,8.159
129986,22.317609,87.300827,14.33,0.91,-0.12,9.08,4.60,-1.11,3.69,6.67,-5.77,-2.90,0.039,1.373,9.022
130178,22.317609,87.300827,14.33,1.49,-0.40,6.46,6.05,-0.84,3.10,7.59,1.39,-3.10,0.118,0.275,8.473
130277,22.317609,87.300827,14.33,0.26,-0.83,9.65,-4.89,-2.17,3.76,-110.49,-13.42,6.63,-0.196,0.078,7.688
130428,22.317609,87.300827,14.33,1.50,-0.50,8.88,1.24,0.69,3.82,40.59,18.91,0.45,0.196,-0.196,8.944
130575,22.317609,87.300827,14.33,1.52,-0.44,10.12,-7.47,-3.16,3.52,-59.25,-26.17,-2.08,-0.157,0.078,6.669
130786,22.317609,87.300827,14.33,1.27,-0.97,8.00,2.79,1.23,3.06,48.62,20.80,-2.17,0.549,0.235,10.120
130993,22.317609,87.300827,14.33,0.40,0.81,6.47,2.40,-0.67,3.75,-1.88,-9.18,3.32,0.235,0.628,7.178
131182,22.317609,87.300827,14.33,1.11,-0.21,7.93,2.18,-0.82,2.91,-1.17,-0.77,-4.44,0.745,0.431,8.512
131284,22.317609,87.300827,14.33,0.49,-0.50,7.55,-2.39,-1.98,2.96,-44.83,-11.38,0.52,0.314,0.235,9.179
131433,22.317609,87.300827,14.33,1.32,0.35,7.23,3.82,-1.73,2.41,41.70,1.69,-3.69,1.373,0.902,10.160
131580,22.317609,87.300827,14.33,0.45,-0.17,6.68,2.08,-3.00,3.10,-11.84,-8.67,4.67,0.628,0.941,9.924
131786,22.317609,87.300827,14.33,0.38,0.14,7.07,-2.58,1.13,3.53,-22.64,20.05,2.11,1.373,0.902,10.238
131993,22.317609,87.300827,14.33,0.45,1.03,5.77,5.05,-1.99,3.95,36.84,-15.08,2.03,1.255,1.020,7.767
132185,22.317609,87.300827,14.33,0.49,-0.63,6.87,6.51,-2.03,3.99,7.63,-0.20,0.20,0.941,0.314,7.257
132284,22.317609,87.300827,14.33,0.58,-0.21,9.25,-8.38,-2.69,4.47,-150.44,-6.71,4.78,0.353,0.510,6.512
132433,22.317609,87.300827,14.33,1.68,-1.22,8.68,-2.29,-1.14,3.59,40.88,10.45,-5.89,0.392,0.549,7.492
132582,22.317609,87.300827,14.33,0.69,-1.16,9.48,3.87,-4.68,3.34,41.34,-23.77,-1.64,0.000,0.314,8.041
132790,22.317609,87.300827,14.33,1.23,-0.25,8.49,1.88,2.25,4.21,-9.58,33.32,4.18,1.020,0.118,11.376
132996,22.317609,87.300827,14.33,0.18,-0.53,7.53,3.99,-3.06,2.50,10.26,-25.79,-8.30,0.549,0.667,10.277
133189,22.317609,87.300827,14.33,0.71,-0.61,6.79,11.95,-0.34,2.08,41.21,14.08,-2.21,1.138,0.549,9.728
133289,22.317609,87.300827,14.33,0.74,0.35,6.01,9.89,-0.66,2.69,-20.53,-3.21,6.11,0.549,0.510,8.473
133436,22.317609,87.300827,14.33,1.45,-0.32,7.60,-5.21,-1.02,2.85,-102.72,-2.44,1.09,0.863,0.157,8.551
133585,22.317609,87.300827,14.33,0.48,-0.95,11.36,-17.34,-6.47,2.80,-81.46,-36.53,-0.31,0.981,0.902,8.120
133796,22.317609,87.300827,14.33,1.17,-0.92,6.99,6.40,1.66,3.00,112.55,38.53,0.94,0.588,0.118,7.767
134002,22.317609,87.300827,14.33,0.95,-0.33,9.18,-4.45,-0.78,2.99,-52.69,-11.86,-0.04,0.157,0.510,8.316
134195,22.317609,87.300827,14.33,1.36,0.23,9.30,2.30,-1.31,2.92,34.96,-2.73,-0.40,0.588,0.941,6.747
134293,22.317609,87.300827,14.33,0.57,1.02,7.70,-4.45,-2.89,3.32,-68.86,-16.20,4.13,-0.275,0.353,9.257
134443,22.317609,87.300827,14.33,0.92,-0.31,6.55,3.92,3.82,3.78,55.78,44.78,3.05,0.824,0.628,8.591
134588,22.317609,87.300827,14.33,1.24,-0.79,10.04,-6.82,-2.30,2.79,-74.02,-42.22,-6.84,-0.431,0.863,9.767
134800,22.317609,87.300827,14.33,0.94,-1.24,10.01,-6.54,-1.13,2.34,1.30,5.51,-2.09,0.039,-0.392,8.081
135005,22.317609,87.300827,14.33,1.33,-0.12,8.73,7.22,-4.76,1.39,67.14,-17.69,-4.65,0.706,1.648,8.159
135196,22.317609,87.300827,14.33,0.94,-0.95,6.42,0.08,-1.40,3.51,-37.41,17.55,11.11,0.706,1.216,10.042
135299,22.317609,87.300827,14.33,0.54,-0.36,6.18,-10.97,-5.26,2.82,-107.24,-37.43,-6.74,0.863,0.392,9.454
135450,22.317609,87.300827,14.33,0.82,0.99,6.02,2.32,-1.98,2.51,88.01,21.74,-2.02,1.451,0.471,8.904
135598,22.317609,87.300827,14.33,0.82,0.08,7.37,3.05,0.04,3.08,4.90,13.62,3.82,1.177,0.510,9.571
135799,22.317609,87.300827,14.33,1.66,0.51,4.56,0.79,-0.86,2.99,-11.20,-4.48,-0.42,1.608,0.745,11.454
136005,22.317609,87.300827,14.33,0.57,-0.11,6.30,-1.52,-6.39,1.17,-11.23,-26.83,-8.86,0.785,1.098,7.061
136198,22.317609,87.300827,14.33,1.36,-0.07,8.27,-4.78,-0.78,2.12,-16.89,29.07,4.94,0.785,1.216,10.160
136299,22.317609,87.300827,14.33,0.76,-0.36,8.66,-7.34,-1.75,1.52,-25.32,-9.60,-5.97,0.471,0.588,8.865
136449,22.317609,87.300827,14.33,0.68,0.10,8.16,-0.02,-3.44,1.81,48.75,-11.30,1.93,1.177,0.745,8.669
136596,22.317609,87.300827,14.33,1.27,-0.10,8.60,-6.32,-1.92,2.43,-42.84,10.33,4.21,1.138,0.667,9.218
136804,22.317609,87.300827,14.33,0.65,-0.39,7.24,-4.02,-0.33,3.63,11.05,7.67,5.80,0.549,0.588,8.630
137009,22.316772,87.301315,14.33,1.07,-1.31,7.12,2.00,-2.63,3.36,29.38,-11.21,-1.34,0.314,0.588,7.492
137201,22.316772,87.301315,14.33,0.78,-0.40,7.83,-3.76,-1.54,3.24,-29.98,5.65,-0.64,0.667,0.471,9.375
137302,22.316772,87.301315,14.33,1.28,-0.12,8.04,-7.65,-2.95,3.56,-38.55,-13.98,3.17,1.177,0.510,8.708
137451,22.316772,87.301315,14.33,1.06,-0.28,7.11,0.37,-1.87,3.09,53.84,7.27,-3.13,1.334,0.745,9.101
137597,22.316772,87.301315,14.33,1.08,-1.07,8.27,-1.63,-2.28,3.02,-13.75,-2.82,-0.52,1.216,0.510,9.611
137805,22.316772,87.301315,14.33,1.23,-0.70,6.95,6.82,-3.55,2.91,40.63,-6.09,-0.51,0.628,0.628,8.473
138012,22.316761,87.301330,14.33,1.25,-0.59,9.00,0.63,-2.99,2.27,-29.87,2.69,-3.10,0.863,0.824,8.473
138204,22.316761,87.301330,14.33,1.02,-0.56,7.43,-1.25,-1.07,2.42,-9.82,10.02,0.80,0.863,1.020,8.159
138302,22.316761,87.301330,14.33,1.42,-0.86,7.67,2.85,-2.38,1.97,41.83,-13.40,-4.60,1.177,0.902,8.473
138450,22.316761,87.301330,14.33,1.24,-0.76,7.88,-0.31,-2.38,1.05,-21.30,0.00,-6.24,0.745,0.588,8.473
138599,22.316761,87.301330,14.33,1.82,-0.59,7.48,1.37,-0.06,1.37,11.22,15.57,2.15,0.588,0.667,7.924
138804,22.316761,87.301330,14.33,1.53,-0.40,10.07,-2.64,-0.12,1.36,-19.55,-0.30,-0.04,0.706,0.510,8.120
139011,22.316745,87.301361,14.33,1.42,-0.97,6.73,1.59,-2.45,0.56,20.43,-11.25,-3.87,0.863,1.294,8.159
139203,22.316745,87.301361,14.33,0.99,0.09,6.43,0.84,-0.58,0.70,-3.90,9.74,0.76,0.392,1.020,9.454
139299,22.316745,87.301361,14.33,0.82,0.15,7.88,-2.71,-2.26,0.96,-36.98,-17.49,2.70,0.588,1.020,7.571
139448,22.316745,87.301361,14.33,1.17,-0.72,7.20,-3.50,0.44,1.11,-5.33,18.14,1.02,0.824,0.745,9.414
139594,22.316745,87.301361,14.33,0.75,-1.00,8.02,-11.99,-1.82,1.45,-58.14,-15.48,2.30,0.785,0.353,8.787
139803,22.316745,87.301361,14.33,1.30,0.45,5.78,-1.05,-2.90,1.50,52.34,-5.19,0.26,0.745,1.138,7.335
140009,22.316728,87.301399,14.33,0.91,0.46,7.42,0.71,3.40,1.32,8.56,30.57,-0.89,0.314,0.588,8.944
140200,22.316728,87.301399,14.33,0.64,0.77,8.85,-0.95,-1.89,0.95,-8.71,-27.66,-1.96,-0.745,1.255,8.787
140302,22.316728,87.301399,14.33,1.01,0.86,8.86,-0.47,-4.30,0.96,4.79,-23.65,0.15,0.157,1.294,9.218
140448,22.316728,87.301399,14.33,0.97,-1.12,7.17,2.50,-1.51,1.28,20.29,19.08,2.20,0.118,1.059,8.120
140595,22.316728,87.301399,14.33,0.70,0.42,8.51,0.67,-3.13,2.14,-12.41,-11.01,5.82,0.157,1.177,10.003
140803,22.316728,87.301399,14.33,1.46,0.63,7.48,-1.76,-1.45,2.50,-11.67,8.07,1.76,-0.392,0.392,8.394
141007,22.316707,87.301429,14.33,1.57,0.43,7.11,0.67,-2.74,3.13,11.90,-6.32,3.07,0.235,0.431,8.473
141198,22.316707,87.301429,14.33,1.84,1.20,7.26,-5.75,-1.79,2.52,-33.61,5.00,-3.20,-0.863,1.020,8.826
141299,22.316707,87.301429,14.33,0.53,0.17,9.24,-1.38,-4.15,3.37,43.23,-23.43,8.39,-0.157,0.785,7.767
141447,22.316707,87.301429,14.33,1.22,0.79,7.55,0.36,-2.39,3.33,11.76,11.91,-0.26,0.078,1.138,8.277
141594,22.316707,87.301429,14.33,0.89,0.24,8.98,-3.38,-4.72,3.25,-25.45,-15.84,-0.52,0.941,0.863,7.806
141802,22.316707,87.301429,14.33,0.86,-0.16,9.21,3.26,0.24,3.34,31.93,23.82,0.40,0.471,0.510,8.904
142007,22.316688,87.301467,14.33,1.83,-0.45,8.44,1.27,-3.00,2.89,-9.72,-15.79,-2.20,0.039,0.902,8.983
142198,22.316688,87.301467,14.33,1.24,0.40,9.53,0.40,0.37,3.08,-4.56,17.67,1.04,0.353,0.785,7.806
142295,22.316688,87.301467,14.33,0.99,-0.67,9.00,2.55,-1.41,2.73,22.19,-18.42,-3.70,-0.510,0.392,7.453
142444,22.316688,87.301467,14.33,1.02,0.73,8.06,5.75,-0.60,3.75,21.47,5.48,6.87,-0.118,0.981,8.826
142589,22.316688,87.301467,14.33,0.72,-0.65,9.01,-0.98,0.34,3.64,-46.38,6.48,-0.74,-0.118,0.157,7.178
142796,22.316688,87.301467,14.33,1.14,0.19,8.29,2.12,-1.18,2.53,14.97,-7.38,-5.35,0.941,0.745,8.865
143001,22.316688,87.301467,14.33,0.61,0.29,7.48,1.31,-2.53,2.73,-3.98,-6.59,0.93,0.157,0.981,7.610
143193,22.316688,87.301467,14.33,0.69,-0.46,9.02,2.89,-0.80,2.50,8.27,9.03,-1.19,0.549,0.392,7.963
143290,22.316688,87.301467,14.33,1.03,-0.22,9.31,-2.41,-1.92,2.84,-54.69,-11.49,3.54,-0.157,0.392,8.355
143440,22.316688,87.301467,14.33,0.68,0.39,6.89,2.99,0.62,2.89,36.03,16.90,0.36,0.196,0.785,7.845
143585,22.316688,87.301467,14.33,0.61,0.19,7.82,-4.32,-0.71,3.23,-50.43,-9.16,2.32,0.471,0.431,8.277
143792,22.316688,87.301467,14.33,0.97,-0.67,8.62,-3.61,-1.48,3.13,3.43,-3.72,-0.48,0.471,0.431,10.160
143996,22.316688,87.301467,14.33,0.00,-0.12,9.03,8.13,-0.10,3.14,57.55,6.77,0.04,0.314,0.431,7.963
144188,22.316688,87.301467,14.33,1.17,-0.34,7.93,-3.92,-1.63,2.74,-62.74,-7.95,-2.07,0.392,0.706,9.807
144289,22.316688,87.301467,14.33,0.61,0.01,7.63,-3.93,0.16,3.58,-0.15,17.69,8.31,0.431,0.863,8.316
144435,22.316688,87.301467,14.33,0.64,0.69,7.48,-0.66,-2.27,3.02,22.38,-16.68,-3.82,0.235,0.863,8.316
144583,22.316688,87.301467,14.33,0.38,0.34,8.81,-5.27,-6.64,3.63,-31.10,-29.50,4.07,0.078,0.745,7.924
144790,22.316688,87.301467,14.33,0.34,0.44,7.24,0.48,-0.51,3.47,27.77,29.61,-0.77,0.196,0.706,8.512
144995,22.316688,87.301467,14.33,1.44,-0.43,8.75,1.29,-3.68,3.40,3.95,-15.45,-0.34,0.706,0.588,8.748
145186,22.316688,87.301467,14.33,1.30,0.31,9.72,-6.06,-4.05,3.21,-38.49,-1.92,-1.00,0.118,0.275,7.728
145287,22.316688,87.301467,14.33,1.63,-0.36,9.65,-4.48,-2.34,3.54,15.65,16.85,3.33,0.235,0.785,7.610
145434,22.316688,87.301467,14.33,0.77,-1.13,9.19,2.38,-1.27,3.18,46.68,7.27,-2.44,0.941,1.216,8.238
145581,22.316688,87.301467,14.33,1.19,0.34,7.71,0.40,-0.50,3.22,-13.50,5.30,0.26,0.549,0.471,8.748
145784,22.316688,87.301467,14.33,0.72,-0.12,8.43,-1.86,-0.37,3.34,-11.13,0.60,0.56,0.549,0.392,8.826
145989,22.316688,87.301467,14.33,1.55,0.30,8.78,0.57,-0.24,3.24,11.88,0.67,-0.48,1.177,0.667,8.120
146181,22.316688,87.301467,14.33,1.26,-0.81,8.08,9.01,0.20,2.89,43.93,2.27,-1.79,0.275,0.628,7.335
146280,22.316688,87.301467,14.33,0.75,-0.24,7.68,-0.60,-1.09,3.40,-97.00,-13.03,5.09,0.392,1.138,8.630
146429,22.316688,87.301467,14.33,0.39,0.07,7.25,-0.35,-1.76,3.22,1.64,-4.46,-1.18,0.431,0.588,9.218
146576,22.316688,87.301467,14.33,1.35,-0.48,6.42,6.62,-0.01,2.96,47.41,11.89,-1.77,0.471,0.667,8.826
146783,22.316688,87.301467,14.33,1.23,0.90,7.68,-5.71,-5.52,3.85,-59.56,-26.63,4.31,0.078,1.294,9.689
146989,22.316688,87.301467,14.33,0.79,0.43,8.23,-1.47,-3.30,3.48,20.60,10.78,-1.82,0.118,0.824,9.101
147181,22.316688,87.301467,14.33,1.18,0.40,8.88,-0.05,-2.33,3.66,7.36,5.05,0.95,0.628,0.941,9.101
147279,22.316688,87.301467,14.33,0.75,0.39,7.59,-3.05,-2.31,3.26,-30.53,0.16,-4.13,-0.078,1.177,9.101
147428,22.316688,87.301467,14.33,0.95,-0.72,7.04,-2.50,-3.11,3.02,3.64,-5.33,-1.64,0.196,0.941,8.120
147575,22.316688,87.301467,14.33,1.81,-0.37,8.16,-1.54,-1.73,3.06,6.54,9.40,0.31,-0.039,0.745,8.748
147780,22.316688,87.301467,14.33,2.07,0.16,9.18,-0.42,-3.11,2.63,5.47,-6.74,-2.12,0.235,1.255,8.669
147985,22.316688,87.301467,14.33,0.92,-0.24,7.81,-2.53,-4.06,2.94,-10.28,-4.65,1.53,0.196,0.588,8.787
148176,22.316688,87.301467,14.33,1.25,0.26,9.15,-1.66,-2.38,3.05,4.56,8.79,0.56,-0.314,0.588,6.394
148276,22.316688,87.301467,14.33,1.01,-1.24,8.56,3.93,-0.21,2.85,55.88,21.68,-1.98,0.785,1.216,8.669
148423,22.316688,87.301467,14.33,1.87,-0.74,7.22,3.80,0.40,2.68,-0.88,4.21,-1.14,0.471,0.863,8.316
148569,22.316688,87.301467,14.33,1.29,0.04,8.61,2.44,-1.29,2.76,-9.31,-11.61,0.58,1.255,1.255,8.708
148773,22.316688,87.301467,14.33,1.56,-0.90,6.70,3.91,-2.39,3.14,7.18,-5.39,1.83,0.628,0.745,8.277
148978,22.316688,87.301467,14.33,1.25,-0.94,7.84,-1.24,-0.85,2.70,-25.13,7.48,-2.12,-0.078,0.902,8.355
149171,22.316688,87.301467,14.33,1.62,-0.29,7.01,6.69,-2.09,2.12,41.09,-6.41,-3.01,0.745,0.785,8.277
149273,22.316688,87.301467,14.33,1.54,-0.24,7.24,-0.57,-0.60,3.01,-71.17,14.67,8.68,1.059,0.745,7.571
149422,22.316688,87.301467,14.33,0.96,0.97,6.51,1.47,-0.79,2.68,13.68,-1.33,-2.20,1.020,1.334,9.061
149568,22.316688,87.301467,14.33,0.90,0.87,7.87,-4.75,-4.62,3.40,-42.56,-26.19,4.97,0.785,1.177,9.061
149775,22.316688,87.301467,14.33,1.28,0.23,9.53,-5.29,-1.56,2.60,-2.62,14.79,-3.87,0.824,0.863,6.825
149980,22.316688,87.301467,14.33,0.88,-0.33,6.66,-2.40,1.47,3.82,14.08,14.75,5.92,0.196,1.020,8.316
150172,22.316688,87.301467,14.33,0.97,-0.21,8.09,3.31,-0.72,2.92,29.74,-11.37,-4.69,0.353,0.667,8.434
150277,22.316688,87.301467,14.33,0.98,0.58,7.98,2.28,-0.31,1.99,-9.74,3.93,-8.80,0.981,1.412,10.238
150422,22.316688,87.301467,14.33,0.26,0.39,7.33,6.98,-1.52,1.58,32.38,-8.37,-2.84,0.706,0.706,9.571
150568,22.316688,87.301467,14.33,1.25,0.01,8.79,-7.04,-2.99,1.64,-95.99,-10.09,0.42,1.412,1.412,8.394
150775,22.316688,87.301467,14.33,0.85,0.65,8.75,-9.63,-3.02,2.21,-12.50,-0.15,2.73,-0.157,1.216,8.355
150980,22.316688,87.301467,14.33,1.57,0.23,5.68,-6.49,-1.33,2.68,15.30,8.27,2.31,0.628,0.667,8.238
151173,22.316688,87.301467,14.33,1.85,-0.41,7.49,4.08,-0.51,2.27,54.78,4.23,-2.10,1.138,0.824,10.160
151275,22.316688,87.301467,14.33,0.47,0.62,6.88,10.31,0.04,1.04,60.99,5.39,-12.12,0.706,0.628,8.434
151421,22.316688,87.301467,14.33,0.86,-0.50,7.13,-4.01,-1.63,2.05,-98.03,-11.45,6.90,1.216,0.471,9.336
151571,22.316688,87.301467,14.33,1.32,-0.82,9.67,-11.08,-6.01,2.38,-47.12,-29.16,2.24,0.588,0.745,7.453
151781,22.316688,87.301467,14.33,1.17,0.32,7.59,-2.93,-0.14,2.44,38.79,27.95,0.25,0.196,-0.196,8.238
151988,22.316564,87.301933,15.72,2.15,-1.16,7.49,3.31,-2.49,2.77,30.17,-11.36,1.62,0.745,0.902,7.139
152180,22.316564,87.301933,15.72,1.06,0.38,8.52,-2.31,-2.18,2.73,-29.30,1.63,-0.20,1.334,1.059,8.159
152283,22.316564,87.301933,15.72,1.09,-1.64,7.39,7.02,1.69,2.55,90.57,37.50,-1.78,0.039,1.255,8.708
152429,22.316564,87.301933,15.72,1.31,-0.32,9.81,-8.89,-8.26,3.57,-108.96,-68.13,7.01,0.157,0.628,7.924
152580,22.316564,87.301933,15.72,1.25,-0.45,6.73,-0.18,3.79,2.95,57.73,79.82,-4.09,1.294,1.020,8.904
152786,22.316564,87.301933,15.72,0.67,-0.10,8.73,0.16,1.13,2.76,1.63,-12.93,-0.93,0.667,0.824,8.434
152991,22.316564,87.301933,15.72,0.63,-0.30,8.12,-1.99,-1.02,2.67,-10.50,-10.46,-0.45,1.451,0.510,9.140
153183,22.316564,87.301933,15.72,0.98,-1.19,8.38,0.95,-0.85,2.11,15.31,0.87,-2.94,0.510,0.510,8.277
153285,22.316564,87.301933,15.72,0.64,0.29,7.60,12.92,-1.63,1.76,117.42,-7.63,-3.37,1.020,0.745,10.395
153434,22.316564,87.301933,15.72,0.62,0.33,7.00,2.76,1.09,2.83,-68.24,18.24,7.17,1.020,0.824,8.748
153580,22.316564,87.301933,15.72,0.57,0.54,7.77,-0.08,-3.11,2.42,-19.40,-28.81,-2.82,1.334,0.981,7.296
153788,22.316564,87.301933,15.72,0.77,-0.37,7.13,4.37,-2.26,2.54,21.36,4.11,0.59,0.981,0.196,8.041
153994,22.316564,87.301933,15.72,1.31,-0.49,7.64,3.47,-3.39,3.05,-4.37,-5.48,2.45,0.431,0.471,8.277
154185,22.316564,87.301933,15.72,1.11,-1.01,8.73,2.48,-1.31,2.66,-5.16,10.87,-2.04,1.255,0.196,7.845
154287,22.316564,87.301933,15.72,1.17,0.31,7.79,-4.52,-2.81,2.88,-68.63,-14.67,2.17,1.216,1.098,7.688
154435,22.316564,87.301933,15.72,0.74,0.18,8.04,-6.91,-3.42,3.19,-16.14,-4.13,2.11,1.177,0.588,9.807
154583,22.316564,87.301933,15.72,0.46,-0.73,7.98,-1.47,-2.11,3.01,36.72,8.82,-1.24,0.941,1.059,8.512
154789,22.316564,87.301933,15.72,0.76,-1.06,8.59,2.63,-1.02,3.59,19.94,5.30,2.82,1.138,0.706,8.198
154994,22.316564,87.301933,15.72,1.20,0.32,8.57,-3.18,-2.20,3.27,-28.37,-5.73,-1.53,0.785,0.628,8.002
155185,22.316564,87.301933,15.72,1.23,-0.59,9.45,1.52,-2.74,2.99,24.62,-2.84,-1.48,0.471,0.549,7.806
155287,22.316564,87.301933,15.72,1.28,-0.38,7.88,3.63,1.48,3.79,20.66,41.39,7.86,0.588,-0.039,7.688
155432,22.316564,87.301933,15.72,0.87,-0.55,8.37,1.84,-1.29,3.04,-12.32,-19.11,-5.21,0.863,0.588,8.630
155583,22.316564,87.301933,15.72,0.99,-0.42,7.88,0.79,-2.17,2.76,-6.93,-5.81,-1.82,0.353,0.510,8.081
155789,22.316564,87.301933,15.72,1.30,-0.28,9.34,-1.34,0.35,2.71,-10.34,12.23,-0.26,2.079,0.745,8.002
155995,22.316564,87.301933,15.72,0.58,-0.64,6.84,-10.90,-4.38,3.02,-46.43,-22.97,1.52,0.431,0.785,7.963
156188,22.316564,87.301933,15.72,0.69,0.08,10.32,-6.46,0.44,2.28,23.02,24.96,-3.84,0.392,1.334,9.375
156290,22.316564,87.301933,15.72,0.84,0.08,7.21,-1.77,-2.18,2.51,45.95,-25.59,2.25,0.745,0.431,8.669
156437,22.316564,87.301933,15.72,1.24,-0.13,6.62,2.72,1.20,2.21,30.53,22.95,-2.08,0.745,1.020,10.277
156584,22.316564,87.301933,15.72,1.09,-0.00,6.80,-0.56,-0.08,1.96,-22.33,-8.72,-1.66,1.098,0.667,9.689
156793,22.316564,87.301933,15.72,1.03,0.51,9.22,0.56,-1.15,1.80,5.37,-5.08,-0.77,0.471,1.177,9.414
156997,22.316564,87.301933,15.72,0.44,0.38,7.56,-1.33,-5.60,1.95,-9.24,-21.82,0.75,0.588,1.334,8.081
157188,22.316564,87.301933,15.72,0.99,-0.54,6.96,3.72,-1.00,1.13,26.42,24.06,-4.32,0.785,0.588,9.532
157290,22.316564,87.301933,15.72,0.81,-0.02,7.58,-4.00,-3.32,1.87,-75.66,-22.75,7.26,0.667,0.785,9.101
157438,22.316564,87.301933,15.72,1.24,-0.90,9.27,-5.42,-4.40,2.11,-9.59,-7.27,1.65,0.392,0.706,7.375
157587,22.316564,87.301933,15.72,0.48,-0.52,8.73,8.13,-1.56,1.85,90.94,19.01,-1.74,0.314,0.667,8.355
157793,22.316564,87.301933,15.72,0.73,0.28,8.02,-5.99,0.18,2.67,-68.55,8.49,3.97,-0.078,0.235,8.983
157998,22.316564,87.301933,15.72,0.93,0.11,6.58,1.88,-1.98,2.15,38.39,-10.54,-2.57,0.510,0.941,10.199
158191,22.316564,87.301933,15.72,1.25,-0.14,8.27,5.69,0.56,1.99,19.74,13.17,-0.79,1.177,0.785,7.100
158291,22.316564,87.301933,15.72,0.73,-0.94,9.17,4.43,-4.23,1.47,-12.60,-47.94,-5.27,0.706,0.471,9.650
158441,22.316564,87.301933,15.72,1.07,-0.07,5.88,4.66,-1.29,1.95,1.58,19.59,3.26,1.177,0.863,10.081
158587,22.316564,87.301933,15.72,0.84,-0.45,8.97,-5.60,-3.34,1.81,-70.27,-14.01,-0.99,1.177,0.157,7.924
158796,22.316564,87.301933,15.72,1.03,-0.23,6.23,-1.37,-3.57,2.45,20.23,-1.13,3.07,0.510,0.431,9.571
159003,22.316572,87.302299,15.72,0.62,-0.04,6.99,-0.48,-2.22,1.95,4.28,6.53,-2.40,0.118,0.157,8.002
159195,22.316572,87.302299,15.72,1.00,0.62,10.91,-10.05,-3.09,1.91,-49.82,-4.53,-0.24,-0.196,0.902,8.787
159298,22.316572,87.302299,15.72,0.80,0.46,7.50,-0.13,-0.24,2.33,96.27,27.72,4.08,0.235,0.510,9.179
159444,22.316572,87.302299,15.72,0.75,0.69,8.76,0.97,-3.63,1.44,7.53,-23.27,-6.07,0.392,0.667,8.669
159591,22.316572,87.302299,15.72,0.75,-0.51,9.26,-2.63,-4.24,1.93,-24.46,-4.15,3.32,1.138,0.588,8.551
159799,22.316572,87.302299,15.72,1.47,-0.40,6.22,4.40,-0.98,1.03,33.80,15.67,-4.33,0.588,0.706,9.689
160006,22.316576,87.302345,15.72,0.37,-0.81,9.28,3.24,-0.66,1.13,-5.61,1.59,0.48,0.392,0.863,7.139
160197,22.316576,87.302345,15.72,1.25,0.55,8.80,-3.01,-2.48,1.92,-32.73,-9.55,4.12,1.020,0.275,10.003
160297,22.316576,87.302345,15.72,1.32,0.12,7.23,3.19,-1.85,1.30,61.98,6.26,-6.18,0.549,0.353,7.335
160443,22.316576,87.302345,15.72,1.08,-0.22,8.89,0.03,-0.31,1.46,-21.65,10.56,1.10,0.549,0.157,8.198
160590,22.316576,87.302345,15.72,1.10,0.60,9.69,-1.08,-3.06,1.21,-7.53,-18.69,-1.71,0.549,0.431,7.296
160797,22.316576,87.302345,15.72,1.41,-0.88,7.04,-0.30,0.48,1.95,3.76,17.11,3.61,0.157,0.628,9.375
161003,22.316577,87.302406,15.72,1.09,-0.89,7.24,0.38,-4.60,1.42,3.30,-24.68,-2.59,0.314,0.588,7.728
161195,22.316577,87.302406,15.72,1.14,0.60,8.54,-0.75,-1.12,1.80,-5.88,18.13,1.99,0.981,0.981,8.904
161293,22.316577,87.302406,15.72,0.56,-0.32,6.65,-0.16,-0.82,1.52,6.00,3.12,-2.88,0.902,0.824,10.160
161440,22.316577,87.302406,15.72,0.90,-0.01,6.62,1.02,-0.31,1.21,8.05,3.43,-2.13,1.020,1.098,8.277
161586,22.316577,87.302406,15.72,1.23,-0.10,8.05,-4.55,-2.56,1.29,-38.17,-15.37,0.58,0.863,0.510,8.355
161795,22.316577,87.302406,15.72,0.69,-0.31,7.20,8.25,0.55,1.29,61.25,14.87,0.00,0.863,0.824,9.807
161999,22.316577,87.302459,15.72,1.35,-1.11,6.16,3.19,-0.39,1.21,-24.81,-4.60,-0.37,1.569,0.902,10.866
162192,22.316577,87.302459,15.72,0.37,-0.24,7.41,-1.12,0.11,2.00,-22.35,2.57,4.07,0.118,0.275,6.943
